"No.","Time","Source","Destination","Protocol","Length","Info"
"196","33.559727","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","86","2869  >  4057 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"197","33.564563","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"198","33.564778","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:21d1b136-cc87-4cbf-a892-ae51df64c771 HTTP/1.1 "
"199","33.567124","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4057 [PSH, ACK] Seq=1 Ack=207 Win=263168 Len=188 [TCP segment of a reassembled PDU]"
"200","33.567153","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=189 Ack=207 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"201","33.567153","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=1629 Ack=207 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"202","33.567153","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=3069 Ack=207 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"203","33.567153","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","497","HTTP/1.1 200 OK  (JPEG JFIF image)"
"204","33.571573","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=207 Ack=4932 Win=132352 Len=0"
"205","33.576056","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:86e00e1f-7dd9-4015-9782-4dbcda6f8b39 HTTP/1.1 "
"206","33.578375","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4057 [PSH, ACK] Seq=4932 Ack=413 Win=262912 Len=188 [TCP segment of a reassembled PDU]"
"207","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=5120 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"208","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=6560 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"209","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=8000 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"210","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=9440 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"211","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=10880 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"212","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=12320 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"213","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=13760 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"214","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=15200 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"215","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=16640 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"216","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=18080 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"217","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=19520 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"218","33.578417","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","271","HTTP/1.1 200 OK  (PNG)"
"219","33.583637","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=413 Ack=21157 Win=132352 Len=0"
"220","33.588529","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:627acdc8-ceed-4d31-a82a-c4d43b881ab7 HTTP/1.1 "
"221","33.591072","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4057 [PSH, ACK] Seq=21157 Ack=619 Win=262656 Len=188 [TCP segment of a reassembled PDU]"
"222","33.591099","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=21345 Ack=619 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"223","33.591099","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","954","HTTP/1.1 200 OK  (JPEG JFIF image)"
"224","33.595564","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=619 Ack=23665 Win=132352 Len=0"
"225","33.600041","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:a00935c7-a422-4d57-b1dc-4c8160f89ded HTTP/1.1 "
"226","33.602395","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","261","2869  >  4057 [PSH, ACK] Seq=23665 Ack=825 Win=262656 Len=187 [TCP segment of a reassembled PDU]"
"227","33.602427","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=23852 Ack=825 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"228","33.602427","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=25292 Ack=825 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"229","33.602427","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=26732 Ack=825 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"230","33.602427","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","776","HTTP/1.1 200 OK  (PNG)"
"231","33.607559","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=825 Ack=28874 Win=132352 Len=0"
"232","33.612096","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:357b3e01-a385-469e-b447-10b9565b1001 HTTP/1.1 "
"233","33.614504","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","261","2869  >  4057 [PSH, ACK] Seq=28874 Ack=1031 Win=262400 Len=187 [TCP segment of a reassembled PDU]"
"234","33.614575","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=29061 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"235","33.614575","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=30501 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"236","33.614575","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=31941 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"237","33.614575","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=33381 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"238","33.614575","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=34821 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"239","33.614575","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=36261 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"240","33.614575","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","706","HTTP/1.1 200 OK  (image/bmp)"
"241","33.619715","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=1031 Ack=38333 Win=132352 Len=0"
"242","33.623415","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:b1695a5a-e3db-47f5-999e-ef42ff66fc98 HTTP/1.1 "
"243","33.625796","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4057 [PSH, ACK] Seq=38333 Ack=1237 Win=262144 Len=188 [TCP segment of a reassembled PDU]"
"244","33.625820","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=38521 Ack=1237 Win=262144 Len=1440 [TCP segment of a reassembled PDU]"
"245","33.625820","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","493","HTTP/1.1 200 OK  (JPEG JFIF image)"
"246","33.630210","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=1237 Ack=40380 Win=132352 Len=0"
"247","33.634159","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:14410042-ffd1-4cb9-bf2a-760f6ea91d2c HTTP/1.1 "
"248","33.636542","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","261","2869  >  4057 [PSH, ACK] Seq=40380 Ack=1443 Win=263424 Len=187 [TCP segment of a reassembled PDU]"
"249","33.636570","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=40567 Ack=1443 Win=263424 Len=1440 [TCP segment of a reassembled PDU]"
"250","33.636570","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=42007 Ack=1443 Win=263424 Len=1440 [TCP segment of a reassembled PDU]"
"251","33.636570","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","1346","HTTP/1.1 200 OK  (image/bmp)"
"252","33.641817","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=1443 Ack=44719 Win=132352 Len=0"
"253","33.652608","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"254","33.652651","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","409","GET /upnphost/udhisapi.dll?content=uuid:13b2c155-dd71-46eb-b6d9-029b4ba8783a HTTP/1.1 "
"255","33.655036","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","296","2869  >  4057 [PSH, ACK] Seq=44719 Ack=1778 Win=263168 Len=222 [TCP segment of a reassembled PDU]"
"256","33.655064","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4057 [ACK] Seq=44941 Ack=1778 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"257","33.655064","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","1208","HTTP/1.1 200 OK "
"258","33.659981","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [ACK] Seq=1778 Ack=47516 Win=132352 Len=0"
"259","33.660528","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4057  >  2869 [FIN, ACK] Seq=1778 Ack=47516 Win=132352 Len=0"
"260","33.660583","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4057 [ACK] Seq=47516 Ack=1779 Win=263168 Len=0"
"261","33.665515","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","86","4058  >  2869 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"262","33.665657","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","86","2869  >  4058 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"263","33.671387","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4058  >  2869 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"264","33.671784","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","577","4058  >  2869 [PSH, ACK] Seq=1 Ack=1 Win=132352 Len=503 [TCP segment of a reassembled PDU]"
"265","33.671784","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP/XML","477","POST /upnphost/udhisapi.dll?control=uuid:310f9b41-9d5c-4450-b3db-00973d8cc482+urn:microsoft.com:serviceId:X_MS_MediaReceiverRegistrar HTTP/1.1 "
"266","33.671814","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4058 [ACK] Seq=1 Ack=907 Win=262400 Len=0"
"267","33.676545","fe80::b8bf:7ed7:401f:688b","ff02::1:ff88:8020","ICMPv6","86","Neighbor Solicitation for fe80::fcc2:92ca:2888:8020 from 48:0f:cf:55:49:73"
"268","33.737253","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","157","M-SEARCH * HTTP/1.1 "
"269","33.737716","192.168.50.134","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"270","33.748133","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","ICMPv6","86","Neighbor Advertisement fe80::fcc2:92ca:2888:8020 (sol, ovr) is at a8:64:f1:47:29:99"
"271","33.800224","192.168.50.134","224.0.0.251","MDNS","501","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local A, cache flush 192.168.50.134 AAAA, cache flush fe80::fcc2:92ca:2888:8020 NSEC, cache flush 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local NSEC, cache flush 134.50.168.192.in-addr.arpa NSEC, cache flush 0.2.0.8.8.8.8.2.A.C.2.9.2.C.C.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-FRED.local OPT"
"272","33.831450","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","302","2869  >  4058 [PSH, ACK] Seq=1 Ack=907 Win=262400 Len=228 [TCP segment of a reassembled PDU]"
"273","33.831479","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","487","HTTP/1.1 200 OK "
"274","33.835951","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4058  >  2869 [ACK] Seq=907 Ack=643 Win=131584 Len=0"
"275","33.836137","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4058  >  2869 [FIN, ACK] Seq=907 Ack=643 Win=131584 Len=0"
"276","33.836173","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4058 [ACK] Seq=643 Ack=908 Win=262400 Len=0"
"277","33.839972","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","86","4059  >  2869 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"278","33.840117","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","86","2869  >  4059 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"279","33.844760","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4059  >  2869 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"280","33.845157","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","345","GET /upnphost/udhisapi.dll?content=uuid:3736df2c-92cb-4310-9bfc-7750fcbd1ed0 HTTP/1.1 "
"281","33.847527","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","296","2869  >  4059 [PSH, ACK] Seq=1 Ack=272 Win=263168 Len=222 [TCP segment of a reassembled PDU]"
"282","33.847562","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4059 [ACK] Seq=223 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"283","33.847562","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4059 [ACK] Seq=1663 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"284","33.847562","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4059 [ACK] Seq=3103 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"285","33.847562","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4059 [ACK] Seq=4543 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"286","33.847562","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4059 [ACK] Seq=5983 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"287","33.847562","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","389","HTTP/1.1 200 OK "
"288","33.852909","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4059  >  2869 [ACK] Seq=272 Ack=7739 Win=132352 Len=0"
"289","33.852909","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4059  >  2869 [FIN, ACK] Seq=272 Ack=7739 Win=132352 Len=0"
"290","33.852991","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4059 [ACK] Seq=7739 Ack=273 Win=263168 Len=0"
"291","33.872496","Intel_47:29:99","Broadcast","ARP","60","Who has 192.168.50.168? Tell 192.168.50.134"
"292","33.872522","HewlettPacka_55:49:73","Intel_47:29:99","ARP","42","192.168.50.168 is at 48:0f:cf:55:49:73"
"293","34.064318","192.168.50.134","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"294","34.146519","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","SSDP","514","HTTP/1.1 200 OK "
"295","34.303249","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","686","60671  >  3702 Len=624"
"296","34.662755","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"297","35.029912","fe80::fcc2:92ca:2888:8020","ff02::1:2","DHCPv6","153","Solicit XID: 0x4d0e48 CID: 0001000128a5f211088fc30ab66b "
"298","35.036166","192.168.50.134","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"299","35.036183","fe80::fcc2:92ca:2888:8020","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"300","35.038509","192.168.50.134","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"301","35.038907","fe80::fcc2:92ca:2888:8020","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"302","35.078452","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<20>"
"303","35.078471","192.168.50.134","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"304","35.079039","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<00>"
"305","35.079039","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<00>"
"306","35.079054","192.168.50.106","192.168.50.255","NBNS","92","Name query NB WORKGROUP<1d>"
"307","35.079554","192.168.50.106","192.168.50.255","NBNS","92","Name query NB WORKGROUP<1d>"
"308","35.080126","192.168.50.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"309","35.080126","192.168.50.1","239.255.255.250","SSDP","513","NOTIFY * HTTP/1.1 "
"310","35.080427","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"311","35.080427","192.168.50.1","239.255.255.250","SSDP","509","NOTIFY * HTTP/1.1 "
"312","35.080872","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"313","35.080872","192.168.50.1","239.255.255.250","SSDP","489","NOTIFY * HTTP/1.1 "
"314","35.081173","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"315","35.081173","192.168.50.1","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"316","35.081173","192.168.50.1","239.255.255.250","SSDP","521","NOTIFY * HTTP/1.1 "
"317","35.081505","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"318","35.081842","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"319","35.246059","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"320","35.334093","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"321","35.334093","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"322","35.334386","192.168.50.1","239.255.255.250","SSDP","521","NOTIFY * HTTP/1.1 "
"323","35.334386","192.168.50.1","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"324","35.334386","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"325","35.334703","192.168.50.1","239.255.255.250","SSDP","489","NOTIFY * HTTP/1.1 "
"326","35.335090","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"327","35.335090","192.168.50.1","239.255.255.250","SSDP","509","NOTIFY * HTTP/1.1 "
"328","35.335090","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"329","35.335485","192.168.50.1","239.255.255.250","SSDP","513","NOTIFY * HTTP/1.1 "
"330","35.335485","192.168.50.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"331","35.380882","192.168.50.168","192.168.50.134","SSDP","481","HTTP/1.1 200 OK "
"332","35.411007","fe80::fcc2:92ca:2888:8020","ff02::2","ICMPv6","70","Router Solicitation from a8:64:f1:47:29:99"
"333","35.443030","192.168.50.134","239.255.255.250","UDP","666","60670  >  3702 Len=624"
"334","35.672685","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"335","35.839942","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<20>"
"336","35.840392","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<00>"
"337","35.840392","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<00>"
"338","35.840407","192.168.50.106","192.168.50.255","NBNS","92","Name query NB WORKGROUP<1d>"
"339","35.918760","192.168.50.134","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"340","36.044585","192.168.50.134","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"341","36.045120","192.168.50.134","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"342","36.045141","fe80::fcc2:92ca:2888:8020","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"343","36.045841","fe80::fcc2:92ca:2888:8020","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"344","36.231190","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","157","M-SEARCH * HTTP/1.1 "
"345","36.231829","192.168.50.134","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"346","36.260667","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","189","M-SEARCH * HTTP/1.1 "
"347","36.261150","192.168.50.134","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"348","36.263843","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"349","36.291417","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"350","36.291417","192.168.50.134","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"351","36.307576","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","686","60671  >  3702 Len=624"
"352","36.323489","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"353","36.323489","192.168.50.134","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"354","36.354644","192.168.50.134","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"355","36.397216","192.168.50.168","192.168.50.134","SSDP","481","HTTP/1.1 200 OK "
"356","36.472731","Cisco_79:23:4c","Broadcast","ARP","60","Gratuitous ARP for 192.168.50.174 (Request)"
"357","36.472731","Cisco_79:23:4c","Broadcast","ARP","60","Who has 192.168.50.174? Tell 0.0.0.0"
"358","36.490870","HewlettPacka_55:49:73","Intel_47:29:99","ARP","42","Who has 192.168.50.134? Tell 192.168.50.168"
"359","36.495241","Intel_47:29:99","HewlettPacka_55:49:73","ARP","60","192.168.50.134 is at a8:64:f1:47:29:99"
"360","36.604199","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<00>"
"361","36.604750","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<00>"
"362","36.604750","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<20>"
"363","36.682682","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
